,path,scriptID,transcription,field1,field2,field3,field4,field5,field6,field7
5914,-,Script30_00198,"Hey Jay, Lets listen to the playlist",1567,-,-,-,-,-,-
5915,-,Script30_00198,"Hey Jay, send a complaint tweet.",15670,-,-,-,-,-,-
5916,-,Script30_00198,"Hey Jay, Tweet to Amazon about late delivery of my TV",15671,-,-,-,-,-,-
5917,-,Script30_00198,"Hey Jay, Tweet to Apple about non receipt of iphone I sent for repairs last week",15672,-,-,-,-,-,-
5918,-,Script30_00198,"Hey Jay, Tweet to Bank about non receipt of checkbook",15673,-,-,-,-,-,-
5919,-,Script30_00198,"Hey Jay, THIS PRODUCT NEVER USE",15674,-,-,-,-,-,-
5920,-,Script30_00198,"Hey Jay, THIS MAY BRINGS GIVEN OF THESE PROBLES TO US",15675,-,-,-,-,-,-
5921,-,Script30_00198,"Hey Jay, Please add complaint about the service in tweet to Olive Garden.",15676,-,-,-,-,-,-
5922,-,Script30_00198,"Hey Jay, Please open my twitter app and find complaint section for Olive Garden.",15677,-,-,-,-,-,-
5923,-,Script30_00198,"Hey Jay, Post a Facebook status: Engaged!",15678,-,-,-,-,-,-
5924,-,Script30_00198,"Hey Jay, Tweet this: Sick today.",15679,-,-,-,-,-,-
5925,-,Script30_00198,"Hey Jay, Shuffle and play the playlist",1568,-,-,-,-,-,-
5926,-,Script30_00198,"Hey Jay, For Facebook, write: Newly promoted manager for Hillstead!",15680,-,-,-,-,-,-
5927,-,Script30_00198,"Hey Jay, Tweet at Macy's: Two weeks after purchase and the hems have all come loose.",15681,-,-,-,-,-,-
5928,-,Script30_00198,"Hey Jay, This is a tweet for Comcast: If I have my internet and phone service from you and it goes out, how can I contact you?",15682,-,-,-,-,-,-
5929,-,Script30_00198,"Hey Jay, Tweet to the BBB that Burger King is too expensive.",15683,-,-,-,-,-,-
5930,-,Script30_00198,"Hey Jay, Write a tweet telling Macy's that they should be shutting down instead of JCPenney.",15684,-,-,-,-,-,-
5931,-,Script30_00198,"Hey Jay, Send a tweet to the local WaWa that their service is terrible at their Market St. location.",15685,-,-,-,-,-,-
5932,-,Script30_00198,"Hey Jay, hello my item which i bought from some one has gone out of order.",15686,-,-,-,-,-,-
5933,-,Script30_00198,"Hey Jay, Hello can you give the contact details for a particular service centre.",15687,-,-,-,-,-,-
5934,-,Script30_00198,"Hey Jay, what is the customer service feedback.",15688,-,-,-,-,-,-
5935,-,Script30_00198,"Hey Jay, Pull up the complaint website for Starbucks.",15689,-,-,-,-,-,-
5936,-,Script30_00198,"Hey Jay, Can I have an espresso please?",1569,-,-,-,-,-,-
5937,-,Script30_00198,"Hey Jay, What is Jimmy Johns's corporate number?",15690,-,-,-,-,-,-
5938,-,Script30_00198,"Hey Jay, Show me the customer service number for Mcdonalds.",15691,-,-,-,-,-,-
5939,-,Script30_00198,"Hey Jay, could please tweet that the kinley water bottle was charged for more than maximum retail price at the movies.",15692,-,-,-,-,-,-
5940,-,Script30_00199,"Hey Jay, tweet that there was an insect in the chocolate packet",15693,-,-,-,-,-,-
5941,-,Script30_00199,"Hey Jay, Please compain that my mobile is in the service centre for too long.",15694,-,-,-,-,-,-
5942,-,Script30_00199,"Hey Jay, Tweet consumer service that I am very disappointed with my recent interaction.",15695,-,-,-,-,-,-
5943,-,Script30_00199,"Hey Jay, Tweet to consumer service that they should strive to be more accommodating.",15696,-,-,-,-,-,-
5944,-,Script30_00199,"Hey Jay, Complain to Amazon customer service for me",15697,-,-,-,-,-,-
5945,-,Script30_00199,"Hey Jay, Fraud in weighing products",15698,-,-,-,-,-,-
5946,-,Script30_00199,"Hey Jay, Reduce the brightness.",157,-,-,-,-,-,-
5947,-,Script30_00199,"Hey Jay, Make me a capuccino.",1570,-,-,-,-,-,-
5948,-,Script30_00199,"Hey Jay, Expired products in recent market",15700,-,-,-,-,-,-
5949,-,Script30_00199,"Hey Jay, It would be nice if you post status for me.",15702,-,-,-,-,-,-
5950,-,Script30_00199,"Hey Jay, Twitter to destination XL that they run out of sizes too fast.",15703,-,-,-,-,-,-
5951,-,Script30_00199,"Hey Jay, Tweet paula deen's restaurant that the line is always too long.",15704,-,-,-,-,-,-
5952,-,Script30_00199,"Hey Jay, Send twitter to mattel that they need to stop making toys in china.",15705,-,-,-,-,-,-
5953,-,Script30_00199,"Hey Jay, Tweet Tweet @",15706,-,-,-,-,-,-
5954,-,Script30_00199,"Hey Jay, Lets send a tweet",15707,-,-,-,-,-,-
5955,-,Script30_00199,"Hey Jay, post complaint about servcie A",15708,-,-,-,-,-,-
5956,-,Script30_00199,"Hey Jay, tweet complain about service A",15709,-,-,-,-,-,-
5957,-,Script30_00199,"Hey Jay, Tag my tweet to provider",15710,-,-,-,-,-,-
5958,-,Script30_00199,"Hey Jay, Raise a tweet on consumer",15711,-,-,-,-,-,-
5959,-,Script30_00199,"Hey Jay, I want to make a complaint to the consumer",15712,-,-,-,-,-,-
5960,-,Script30_00199,"Hey Jay, I would like to place a call to amazon customer service",15713,-,-,-,-,-,-
5961,-,Script30_00199,"Hey Jay, I am grateful if you call the amazon customer service",15714,-,-,-,-,-,-
5962,-,Script30_00199,"Hey Jay, Is there anything exciting on twitter today?",15715,-,-,-,-,-,-
5963,-,Script30_00199,"Hey Jay, Was there any articles on shark attacks on snapchat yesterday?",15716,-,-,-,-,-,-
5964,-,Script30_00199,"Hey Jay, Tweet Macy's a complaint about their sales clerk.",15718,-,-,-,-,-,-
5965,-,Script30_00199,"Hey Jay, Please send a tweet to Food Lion about not having a clean restroom.",15719,-,-,-,-,-,-
5966,-,Script30_00199,"Hey Jay, Get me some latte please.",1572,-,-,-,-,-,-
5967,-,Script30_00199,"Hey Jay, tweet bad servise related to out local Haskell McDonalds",15720,-,-,-,-,-,-
5968,-,Script30_00199,"Hey Jay, tweet a discusted face about McDonalds",15721,-,-,-,-,-,-
5969,-,Script30_00199,"Hey Jay, tweet bad day at Starbucks",15722,-,-,-,-,-,-
5970,-,Script30_00200,"Hey Jay, set feeling happy status on facebook",15723,-,-,-,-,-,-
5971,-,Script30_00200,"Hey Jay, tweet british airways that my last flight from Chicago to London was delayed",15724,-,-,-,-,-,-
5972,-,Script30_00200,"Hey Jay, I want to post a status on Twitter.",15725,-,-,-,-,-,-
5973,-,Script30_00200,"Hey Jay, Post this status to my social media account.",15726,-,-,-,-,-,-
5974,-,Script30_00200,"Hey Jay, Tweet a complaint to comcast",15727,-,-,-,-,-,-
5975,-,Script30_00200,"Hey Jay, Write this complaint to Comcasts customer service twitter",15728,-,-,-,-,-,-
5976,-,Script30_00200,"Hey Jay, Comcast sucks, put that on their twitter account.",15729,-,-,-,-,-,-
5977,-,Script30_00200,"Hey Jay, Run the vacuum cleaner",1573,-,-,-,-,-,-
5978,-,Script30_00200,"Hey Jay, Tell me if anything important is happening on social media today.",15730,-,-,-,-,-,-
5979,-,Script30_00200,"Hey Jay, tweet a message to At&t and tell them my service is bad.",15731,-,-,-,-,-,-
5980,-,Script30_00200,"Hey Jay, Tweent samsung and tell them to stop killing people with their products.",15732,-,-,-,-,-,-
5981,-,Script30_00200,"Hey Jay, Tweet the president and tell him he's doing a horrible job.",15733,-,-,-,-,-,-
5982,-,Script30_00200,"Hey Jay, Post a status on my twitter account",15734,-,-,-,-,-,-
5983,-,Script30_00200,"Hey Jay, Write 10 words on instagram",15735,-,-,-,-,-,-
5984,-,Script30_00200,"Hey Jay, submit a negative review about a company",15736,-,-,-,-,-,-
5985,-,Script30_00200,"Hey Jay, submit a negative review about a company",15737,-,-,-,-,-,-
5986,-,Script30_00200,"Hey Jay, please tweet a complaint about a store i visit",15738,-,-,-,-,-,-
5987,-,Script30_00200,"Hey Jay, Please send a complaint about my horrible experience with a company",15739,-,-,-,-,-,-
5988,-,Script30_00200,"Hey Jay, Activate the vacuum",1574,-,-,-,-,-,-
5989,-,Script30_00200,"Hey Jay, Make a post.",15740,-,-,-,-,-,-
5990,-,Script30_00200,"Hey Jay, Update my status.",15741,-,-,-,-,-,-
5991,-,Script30_00200,"Hey Jay, please write up a compliant",15742,-,-,-,-,-,-
5992,-,Script30_00200,"Hey Jay, write a tweet to this company.",15743,-,-,-,-,-,-
5993,-,Script30_00200,"Hey Jay, add new email to Anna",15744,-,-,-,-,-,-
5994,-,Script30_00200,"Hey Jay, add new email to Anna",15745,-,-,-,-,-,-
5995,-,Script30_00200,"Hey Jay, create new contact with email",15746,-,-,-,-,-,-
5996,-,Script30_00200,"Hey Jay, add this person's email",15747,-,-,-,-,-,-
5997,-,Script30_00200,"Hey Jay, send email to Martha saying last evening was wild",15748,-,-,-,-,-,-
5998,-,Script30_00200,"Hey Jay, reply to Patrick that I am on my way",15749,-,-,-,-,-,-
5999,-,Script30_00200,"Hey Jay, Start the vacuum cleaner",1575,-,-,-,-,-,-
6000,-,Script30_00201,"Hey Jay, drop a message to Jan, write I will be late",15750,-,-,-,-,-,-
6001,-,Script30_00201,"Hey Jay, Read me the last email from Stefan and oil change",15751,-,-,-,-,-,-
6002,-,Script30_00201,"Hey Jay, Find me all mails from Magda with holidays word in the title",15752,-,-,-,-,-,-
6003,-,Script30_00201,"Hey Jay, When did I get an email from John Smith about car accident",15753,-,-,-,-,-,-
6004,-,Script30_00201,"Hey Jay, What's the email address of Silvia?",15754,-,-,-,-,-,-
6005,-,Script30_00201,"Hey Jay, Send email to my brother",15755,-,-,-,-,-,-
6006,-,Script30_00201,"Hey Jay, please email my team",15756,-,-,-,-,-,-
6007,-,Script30_00201,"Hey Jay, email Jan about our meeting",15758,-,-,-,-,-,-
6008,-,Script30_00201,"Hey Jay, Please, send email to Pawel with reminder",15759,-,-,-,-,-,-
6009,-,Script30_00201,"Hey Jay, Start the vacuum cleaner",1576,-,-,-,-,-,-
6010,-,Script30_00201,"Hey Jay, Email to Pawel regarding latest news",15760,-,-,-,-,-,-
6011,-,Script30_00201,"Hey Jay, Let me know if I have new emails",15761,-,-,-,-,-,-
6012,-,Script30_00201,"Hey Jay, Are there new emails for me?",15762,-,-,-,-,-,-
6013,-,Script30_00201,"Hey Jay, Please, check for new emails",15763,-,-,-,-,-,-
6014,-,Script30_00201,"Hey Jay, please reply to last Pawel's email",15764,-,-,-,-,-,-
6015,-,Script30_00201,"Hey Jay, Answer to Pawel's email",15765,-,-,-,-,-,-
6016,-,Script30_00201,"Hey Jay, Could you please send back to Pawel this answer",15766,-,-,-,-,-,-
6017,-,Script30_00201,"Hey Jay, Create an email to Toby at Tobytoday dot com",15768,-,-,-,-,-,-
6018,-,Script30_00201,"Hey Jay, Do I have any emails from hongbin.",15769,-,-,-,-,-,-
6019,-,Script30_00201,"Hey Jay, Put on some techno music please.",1577,-,-,-,-,-,-
6020,-,Script30_00201,"Hey Jay, Has the University of Greenwich emailed me",15770,-,-,-,-,-,-
6021,-,Script30_00201,"Hey Jay, what new emails do I have form Amie.",15771,-,-,-,-,-,-
6022,-,Script30_00201,"Hey Jay, What's his number?",15772,-,-,-,-,-,-
6023,-,Script30_00201,"Hey Jay, Tell me the last message",15773,-,-,-,-,-,-
6024,-,Script30_00201,"Hey Jay, Tell me the landline number",15774,-,-,-,-,-,-
6025,-,Script30_00201,"Hey Jay, Do I have new email?",15775,-,-,-,-,-,-
6026,-,Script30_00201,"Hey Jay, Is there any new email?",15776,-,-,-,-,-,-
6027,-,Script30_00201,"Hey Jay, Tell me if I have new emails.",15777,-,-,-,-,-,-
6028,-,Script30_00201,"Hey Jay, Send email to Emilia saying: I will be late, please don't wait with dinner.",15778,-,-,-,-,-,-
6029,-,Script30_00201,"Hey Jay, Email to Matthew with content: Project finished, send me invoice please.",15779,-,-,-,-,-,-
6030,-,Script30_00202,"Hey Jay, Tell me a good doctor joke.",1578,-,-,-,-,-,-
6031,-,Script30_00202,"Hey Jay, Email to Caroline: How are you? Can you send me updates on last project. Cheers Tomasz",15780,-,-,-,-,-,-
6032,-,Script30_00202,"Hey Jay, Email to Caroline: How are you? Can you send me updates on last project. Cheers Tomasz",15781,-,-,-,-,-,-
6033,-,Script30_00202,"Hey Jay, Do I have any new email?",15782,-,-,-,-,-,-
6034,-,Script30_00202,"Hey Jay, Any new emails?",15783,-,-,-,-,-,-
6035,-,Script30_00202,"Hey Jay, Any new emails?",15784,-,-,-,-,-,-
6036,-,Script30_00202,"Hey Jay, Is there anything new in my mailbox?",15785,-,-,-,-,-,-
6037,-,Script30_00202,"Hey Jay, Is there any email from Emilia?",15786,-,-,-,-,-,-
6038,-,Script30_00202,"Hey Jay, Do I have any email from work?",15787,-,-,-,-,-,-
6039,-,Script30_00202,"Hey Jay, Do I have any new emails?",15788,-,-,-,-,-,-
6040,-,Script30_00202,"Hey Jay, Do I have any new emails?",15789,-,-,-,-,-,-
6041,-,Script30_00202,"Hey Jay, Find me a joke related to baseball.",1579,-,-,-,-,-,-
6042,-,Script30_00202,"Hey Jay, Do I have any new emails?",15790,-,-,-,-,-,-
6043,-,Script30_00202,"Hey Jay, Tell me about new emails.",15791,-,-,-,-,-,-
6044,-,Script30_00202,"Hey Jay, Who am I meeting today?",15792,-,-,-,-,-,-
6045,-,Script30_00202,"Hey Jay, What is job title of Jan Medvesek?",15793,-,-,-,-,-,-
6046,-,Script30_00202,"Hey Jay, Where Seth lives?",15794,-,-,-,-,-,-
6047,-,Script30_00202,"Hey Jay, Can you send an email to Chelsea please",15795,-,-,-,-,-,-
6048,-,Script30_00202,"Hey Jay, Email Chelsea",15796,-,-,-,-,-,-
6049,-,Script30_00202,"Hey Jay, Check my inbox",15798,-,-,-,-,-,-
6050,-,Script30_00202,"Hey Jay, Show new emails to me",15799,-,-,-,-,-,-
6051,-,Script30_00202,"Hey Jay, Lower the lights",158,-,-,-,-,-,-
6052,-,Script30_00202,"Hey Jay, What is the current date today?",1580,-,-,-,-,-,-
6053,-,Script30_00202,"Hey Jay, Check my new emails",15800,-,-,-,-,-,-
6054,-,Script30_00202,"Hey Jay, Did I received any Emails from Kevin, and what did he say",15801,-,-,-,-,-,-
6055,-,Script30_00202,"Hey Jay, Reply an Email to Jason that I will not come tonight",15802,-,-,-,-,-,-
6056,-,Script30_00202,"Hey Jay, email my sister about mom's birthday. Jane we should think about arranging the party at the park",15803,-,-,-,-,-,-
6057,-,Script30_00202,"Hey Jay, email James about the softball game. James we need to get some refreshments before heading over.",15804,-,-,-,-,-,-
6058,-,Script30_00202,"Hey Jay, email David about the meeting tomorrow. David, can we have the meeting in the afternoon",15805,-,-,-,-,-,-
6059,-,Script30_00202,"Hey Jay, do I have any emails from Robert",15806,-,-,-,-,-,-
6060,-,Script30_00203,"Hey Jay, do I have any emails from Robert",15807,-,-,-,-,-,-
6061,-,Script30_00203,"Hey Jay, has Robert emailed me yet?",15808,-,-,-,-,-,-
6062,-,Script30_00203,"Hey Jay, has Robert emailed me yet?",15809,-,-,-,-,-,-
6063,-,Script30_00203,"Hey Jay, What is the current day month and year?",1581,-,-,-,-,-,-
6064,-,Script30_00203,"Hey Jay, has David got back to me yet?",15810,-,-,-,-,-,-
6065,-,Script30_00203,"Hey Jay, let me know if I get a message about the party from Jane",15811,-,-,-,-,-,-
6066,-,Script30_00203,"Hey Jay, I would like to know about Jane's party.",15812,-,-,-,-,-,-
6067,-,Script30_00203,"Hey Jay, alert me of an email from Dave about the meeting",15813,-,-,-,-,-,-
6068,-,Script30_00203,"Hey Jay, alert me of an email from Dave about the meeting",15814,-,-,-,-,-,-
6069,-,Script30_00203,"Hey Jay, what is a work phone number of Emilia?",15815,-,-,-,-,-,-
6070,-,Script30_00203,"Hey Jay, any news from Agnes?",15816,-,-,-,-,-,-
6071,-,Script30_00203,"Hey Jay, any recent emails from Anna?",15817,-,-,-,-,-,-
6072,-,Script30_00203,"Hey Jay, did I get any replies from Jan?",15818,-,-,-,-,-,-
6073,-,Script30_00203,"Hey Jay, create new contact",15819,-,-,-,-,-,-
6074,-,Script30_00203,"Hey Jay, Give me the latest information about President Trump please.",1582,-,-,-,-,-,-
6075,-,Script30_00203,"Hey Jay, change my mum's email in my phonebook",15820,-,-,-,-,-,-
6076,-,Script30_00203,"Hey Jay, what is new?",15821,-,-,-,-,-,-
6077,-,Script30_00203,"Hey Jay, update me",15822,-,-,-,-,-,-
6078,-,Script30_00203,"Hey Jay, did I get anything new from my boss?",15823,-,-,-,-,-,-
6079,-,Script30_00203,"Hey Jay, are there any email updates?",15824,-,-,-,-,-,-
6080,-,Script30_00203,"Hey Jay, reply to Dad, write 'I will be late'",15825,-,-,-,-,-,-
6081,-,Script30_00203,"Hey Jay, respond to all that I am on my way",15826,-,-,-,-,-,-
6082,-,Script30_00203,"Hey Jay, go to contacts and add a new email to the list",15827,-,-,-,-,-,-
6083,-,Script30_00203,"Hey Jay, here is a new email address to be added to the contacts",15828,-,-,-,-,-,-
6084,-,Script30_00203,"Hey Jay, go to contacts and enter a new email address",15829,-,-,-,-,-,-
6085,-,Script30_00203,"Hey Jay, Get the latest news about formula one racing please.",1583,-,-,-,-,-,-
6086,-,Script30_00203,"Hey Jay, send that",15830,-,-,-,-,-,-
6087,-,Script30_00203,"Hey Jay, start a new email to:",15831,-,-,-,-,-,-
6088,-,Script30_00203,"Hey Jay, send to the contact an email as follows:",15832,-,-,-,-,-,-
6089,-,Script30_00203,"Hey Jay, go to email and send message to",15833,-,-,-,-,-,-
6090,-,Script30_00204,"Hey Jay, are there unread emails in my inbox?",15834,-,-,-,-,-,-
6091,-,Script30_00204,"Hey Jay, Please reply to my most recent email.",15835,-,-,-,-,-,-
6092,-,Script30_00204,"Hey Jay, Open my most recent email and reply",15836,-,-,-,-,-,-
6093,-,Script30_00204,"Hey Jay, topic",15839,-,-,-,-,-,-
6094,-,Script30_00204,"Hey Jay, Find the this week's news about emigration legislation in the U.S please.",1584,-,-,-,-,-,-
6095,-,Script30_00204,"Hey Jay, Send an email to Ray",15840,-,-,-,-,-,-
6096,-,Script30_00204,"Hey Jay, Compose a new email to Ray",15841,-,-,-,-,-,-
6097,-,Script30_00204,"Hey Jay, Write an email, recipient, Ray.",15842,-,-,-,-,-,-
6098,-,Script30_00204,"Hey Jay, how its come to us",15845,-,-,-,-,-,-
6099,-,Script30_00204,"Hey Jay, how its come to us",15846,-,-,-,-,-,-
6100,-,Script30_00204,"Hey Jay, how we can get credit",15847,-,-,-,-,-,-
6101,-,Script30_00204,"Hey Jay, Email my mother.",15848,-,-,-,-,-,-
6102,-,Script30_00204,"Hey Jay, Send an email to my boss.",15849,-,-,-,-,-,-
6103,-,Script30_00204,"Hey Jay, Please save my opinion about the song that is currently playing.",1585,-,-,-,-,-,-
6104,-,Script30_00204,"Hey Jay, Send an email to sjobs@apple.com",15850,-,-,-,-,-,-
6105,-,Script30_00204,"Hey Jay, read email from julia",15851,-,-,-,-,-,-
6106,-,Script30_00204,"Hey Jay, read email subject chemistry",15852,-,-,-,-,-,-
6107,-,Script30_00204,"Hey Jay, do i have any emails about chemistry",15853,-,-,-,-,-,-
6108,-,Script30_00204,"Hey Jay, Forward email address to my new email",15854,-,-,-,-,-,-
6109,-,Script30_00204,"Hey Jay, Forward email address to my new email",15855,-,-,-,-,-,-
6110,-,Script30_00204,"Hey Jay, send email to current email address",15856,-,-,-,-,-,-
6111,-,Script30_00204,"Hey Jay, please send to new email address listed",15857,-,-,-,-,-,-
6112,-,Script30_00204,"Hey Jay, send this content via email",15858,-,-,-,-,-,-
6113,-,Script30_00204,"Hey Jay, forward shown content to (  ) with email",15859,-,-,-,-,-,-
6114,-,Script30_00204,"Hey Jay, Save my opinion about the current song playing.",1586,-,-,-,-,-,-
6115,-,Script30_00204,"Hey Jay, Send email to mom asking about the weather.",15860,-,-,-,-,-,-
6116,-,Script30_00204,"Hey Jay, Send an email to mom,  Subject, weather.  Body, what is the weather like there this week?",15861,-,-,-,-,-,-
6117,-,Script30_00204,"Hey Jay, Check email for received from mom.",15862,-,-,-,-,-,-
6118,-,Script30_00204,"Hey Jay, Check emails for unread emails from mom.",15863,-,-,-,-,-,-
6119,-,Script30_00204,"Hey Jay, Is Alex saved in my contacts list.",15864,-,-,-,-,-,-
6120,-,Script30_00205,"Hey Jay, Is there email id of John in the list.",15865,-,-,-,-,-,-
6121,-,Script30_00205,"Hey Jay, How many contacts are there named John.",15866,-,-,-,-,-,-
6122,-,Script30_00205,"Hey Jay, please give me details of Allen from my contact",15867,-,-,-,-,-,-
6123,-,Script30_00205,"Hey Jay, is there a contact named Allen in my list",15868,-,-,-,-,-,-
6124,-,Script30_00205,"Hey Jay, open the profile of Allen from my contact",15869,-,-,-,-,-,-
6125,-,Script30_00205,"Hey Jay, Save my opinion on the currently playing song.",1587,-,-,-,-,-,-
6126,-,Script30_00205,"Hey Jay, What is email id of John.",15870,-,-,-,-,-,-
6127,-,Script30_00205,"Hey Jay, Find all the contacts named John.",15871,-,-,-,-,-,-
6128,-,Script30_00205,"Hey Jay, tell me form whom I got the last email",15872,-,-,-,-,-,-
6129,-,Script30_00205,"Hey Jay, please read the last email for me",15873,-,-,-,-,-,-
6130,-,Script30_00205,"Hey Jay, please check if there is a new email on the inbox",15874,-,-,-,-,-,-
6131,-,Script30_00205,"Hey Jay, Send an email to John that I am on my way to home.",15875,-,-,-,-,-,-
6132,-,Script30_00205,"Hey Jay, Send a copy of the bills to Mecky by email.",15876,-,-,-,-,-,-
6133,-,Script30_00205,"Hey Jay, Look up for the residential address of my team leader.",15878,-,-,-,-,-,-
6134,-,Script30_00205,"Hey Jay, Fetch me the phone number of  Alexander.",15879,-,-,-,-,-,-
6135,-,Script30_00205,"Hey Jay, What's the weather like tomorrow?",1588,-,-,-,-,-,-
6136,-,Script30_00205,"Hey Jay, please check my mails",15880,-,-,-,-,-,-
6137,-,Script30_00205,"Hey Jay, is there any new mail for me",15881,-,-,-,-,-,-
6138,-,Script30_00205,"Hey Jay, watch out my new mails on inbox",15882,-,-,-,-,-,-
6139,-,Script30_00205,"Hey Jay, i want to replay to Allen",15883,-,-,-,-,-,-
6140,-,Script30_00205,"Hey Jay, Look up for my email updates.",15884,-,-,-,-,-,-
6141,-,Script30_00205,"Hey Jay, Could you please send an email to my husband?",15887,-,-,-,-,-,-
6142,-,Script30_00205,"Hey Jay, could you please gather a list of local restaurants and email them to my husband",15888,-,-,-,-,-,-
6143,-,Script30_00205,"Hey Jay, Could you please send and email to my friend Susie letting her know I won't be at church tomorrow?",15889,-,-,-,-,-,-
6144,-,Script30_00205,"Hey Jay, Is it going to be sunny next Tuesday?",1589,-,-,-,-,-,-
6145,-,Script30_00205,"Hey Jay, Check to see if I have any new emails from...",15890,-,-,-,-,-,-
6146,-,Script30_00205,"Hey Jay, Are there any new emails from...?",15891,-,-,-,-,-,-
6147,-,Script30_00205,"Hey Jay, Send an email to...",15892,-,-,-,-,-,-
6148,-,Script30_00205,"Hey Jay, add 'john@gmail.com' to contacts",15894,-,-,-,-,-,-
6149,-,Script30_00205,"Hey Jay, add new email to contacts",15895,-,-,-,-,-,-
6150,-,Script30_00206,"Hey Jay, link 'john@gmail.com' to 'john' in contacts",15896,-,-,-,-,-,-
6151,-,Script30_00206,"Hey Jay, send 'happy new year' to 'john@gmail.com'",15897,-,-,-,-,-,-
6152,-,Script30_00206,"Hey Jay, email 'happy new year' to john",15898,-,-,-,-,-,-
6153,-,Script30_00206,"Hey Jay, when is john's birthday?",15899,-,-,-,-,-,-
6154,-,Script30_00206,"Hey Jay, Decrease brightness",159,-,-,-,-,-,-
6155,-,Script30_00206,"Hey Jay, what is john's last name?",15900,-,-,-,-,-,-
6156,-,Script30_00206,"Hey Jay, what is john's phone number?",15901,-,-,-,-,-,-
6157,-,Script30_00206,"Hey Jay, please reply to my colleagues mail about his query",15902,-,-,-,-,-,-
6158,-,Script30_00206,"Hey Jay, Send a reply to my friend for his question",15903,-,-,-,-,-,-
6159,-,Script30_00206,"Hey Jay, Check my new emails and tell me what are they about",15904,-,-,-,-,-,-
6160,-,Script30_00206,"Hey Jay, Check all the new them wmails and mark them star",15905,-,-,-,-,-,-
6161,-,Script30_00206,"Hey Jay, reply 'thank you' to john",15906,-,-,-,-,-,-
6162,-,Script30_00206,"Hey Jay, send 'will do. thanks' to john as a reply to his last message",15907,-,-,-,-,-,-
6163,-,Script30_00206,"Hey Jay, send a reply email 'thank you very much' to john@gmail.com",15908,-,-,-,-,-,-
6164,-,Script30_00206,"Hey Jay, Check emails for last 2 hours",15909,-,-,-,-,-,-
6165,-,Script30_00206,"Hey Jay, I wan to play me a Justin bieber song",1591,-,-,-,-,-,-
6166,-,Script30_00206,"Hey Jay, Check emails for last 12 hours",15910,-,-,-,-,-,-
6167,-,Script30_00206,"Hey Jay, prepare email for susan",15911,-,-,-,-,-,-
6168,-,Script30_00206,"Hey Jay, Do I have any emails from Katherine?",15913,-,-,-,-,-,-
6169,-,Script30_00206,"Hey Jay, Do I have any emails to read from Jason?",15914,-,-,-,-,-,-
6170,-,Script30_00206,"Hey Jay, list new emails",15915,-,-,-,-,-,-
6171,-,Script30_00206,"Hey Jay, show latest emails",15916,-,-,-,-,-,-
6172,-,Script30_00206,"Hey Jay, list emails for last hour",15917,-,-,-,-,-,-
6173,-,Script30_00206,"Hey Jay, Add a new contact for Daniel Bell dbell@aol.com.",15918,-,-,-,-,-,-
6174,-,Script30_00206,"Hey Jay, I need to add this new contact for Sam Smith ssmith@yahoo.com.",15919,-,-,-,-,-,-
6175,-,Script30_00206,"Hey Jay, Play me some melody song",1592,-,-,-,-,-,-
6176,-,Script30_00206,"Hey Jay, Add erosser@hotmail.com as a new contact for Emily Rosser.",15921,-,-,-,-,-,-
6177,-,Script30_00206,"Hey Jay, check new emails from jim",15922,-,-,-,-,-,-
6178,-,Script30_00206,"Hey Jay, check emails from gary for last hour",15923,-,-,-,-,-,-
6179,-,Script30_00206,"Hey Jay, list emails from jim for today",15924,-,-,-,-,-,-
6180,-,Script30_00207,"Hey Jay, Email family",15925,-,-,-,-,-,-
6181,-,Script30_00207,"Hey Jay, Send an email to Rae telling her my phone is back in service",15926,-,-,-,-,-,-
6182,-,Script30_00207,"Hey Jay, Send an email to Julie that I can meet up with her on Saturday at 1PM",15927,-,-,-,-,-,-
6183,-,Script30_00207,"Hey Jay, Send an email to Bill that I'm sorry I didn't realize he was so sick",15928,-,-,-,-,-,-
6184,-,Script30_00207,"Hey Jay, Check to see if new emails have come from Title 9",15929,-,-,-,-,-,-
6185,-,Script30_00207,"Hey Jay, Set notification from world news",1593,-,-,-,-,-,-
6186,-,Script30_00207,"Hey Jay, Let me know if there are any new emails from eBay",15930,-,-,-,-,-,-
6187,-,Script30_00207,"Hey Jay, Let me know when a new email arrives from Rachel",15931,-,-,-,-,-,-
6188,-,Script30_00207,"Hey Jay, how many new emails do i have",15932,-,-,-,-,-,-
6189,-,Script30_00207,"Hey Jay, what new emails do i have",15933,-,-,-,-,-,-
6190,-,Script30_00207,"Hey Jay, can you read me my latest emails",15934,-,-,-,-,-,-
6191,-,Script30_00207,"Hey Jay, what are my new emails",15935,-,-,-,-,-,-
6192,-,Script30_00207,"Hey Jay, add the new email o my contacts",15936,-,-,-,-,-,-
6193,-,Script30_00207,"Hey Jay, add email to contacts",15937,-,-,-,-,-,-
6194,-,Script30_00207,"Hey Jay, add this email to my contact list",15938,-,-,-,-,-,-
6195,-,Script30_00207,"Hey Jay, email the following message to this contact please",15939,-,-,-,-,-,-
6196,-,Script30_00207,"Hey Jay, Can u tell me a latest news",1594,-,-,-,-,-,-
6197,-,Script30_00207,"Hey Jay, reply to the latest email",15940,-,-,-,-,-,-
6198,-,Script30_00207,"Hey Jay, please reply to the email",15941,-,-,-,-,-,-
6199,-,Script30_00207,"Hey Jay, send this emai to reply to the latest emails",15942,-,-,-,-,-,-
6200,-,Script30_00207,"Hey Jay, will you please put something something@gmail.com in my contacts?",15943,-,-,-,-,-,-
